Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Block of S'more
appliedenergistics2:facade:0, Cable Facade - Slaked Sellafite
appliedenergistics2:facade:0, Cable Facade - Sellafite
appliedenergistics2:facade:0, Cable Facade - Hot Sellafite
appliedenergistics2:facade:0, Cable Facade - Boiling Sellafite
appliedenergistics2:facade:0, Cable Facade - Blazing Sellafite
appliedenergistics2:facade:0, Cable Facade - Infernal Sellafite
appliedenergistics2:facade:0, Cable Facade - Sellafite-Corium
appliedenergistics2:facade:0, Cable Facade - Slaked Baleonite
appliedenergistics2:facade:0, Cable Facade - Baleonite
appliedenergistics2:facade:0, Cable Facade - Hot Baleonite
appliedenergistics2:facade:0, Cable Facade - Boiling Baleonite
appliedenergistics2:facade:0, Cable Facade - Blazing Baleonite
appliedenergistics2:facade:0, Cable Facade - Infernal Baleonite
appliedenergistics2:facade:0, Cable Facade - Baleonite-Corium
appliedenergistics2:facade:0, Cable Facade - Block of Yellowcake
appliedenergistics2:facade:0, Cable Facade - §9Block of Starmetal§r
appliedenergistics2:facade:0, Cable Facade - Block of Polymer
appliedenergistics2:facade:0, Cable Facade - Block of Bakelite
appliedenergistics2:facade:0, Cable Facade - Block of Rubber
appliedenergistics2:facade:0, Cable Facade - Block of Asbestos
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Lithium
appliedenergistics2:facade:0, Cable Facade - Block of Zirconium
appliedenergistics2:facade:0, Cable Facade - Roll of Insulation
appliedenergistics2:facade:0, Cable Facade - Roll of Fiberglass
appliedenergistics2:facade:0, Cable Facade - Block of White Phosphorus
appliedenergistics2:facade:0, Cable Facade - Block of Red Phosphorus
appliedenergistics2:facade:0, Cable Facade - Foam
appliedenergistics2:facade:0, Cable Facade - Block of Lignite
appliedenergistics2:facade:0, Cable Facade - Block of Coke
appliedenergistics2:facade:0, Cable Facade - Block of Infernal Coal
appliedenergistics2:facade:0, Cable Facade - Block of Solid Fuel
appliedenergistics2:facade:0, Cable Facade - Block of Presto Logs
appliedenergistics2:facade:0, Cable Facade - Block of Boosted Presto Logs
appliedenergistics2:facade:0, Cable Facade - Block of Graphite
appliedenergistics2:facade:0, Cable Facade - Drilled Graphite
appliedenergistics2:facade:0, Cable Facade - Pile Control Rod
appliedenergistics2:facade:0, Cable Facade - §eBlock of Reiium
appliedenergistics2:facade:0, Cable Facade - §eBlock of Weidanium
appliedenergistics2:facade:0, Cable Facade - §eBlock of Australium
appliedenergistics2:facade:0, Cable Facade - §eBlock of Verticium
appliedenergistics2:facade:0, Cable Facade - §bBlock of Unobtainium
appliedenergistics2:facade:0, Cable Facade - §dBlock of Daffergon
appliedenergistics2:facade:0, Cable Facade - §dBlock of Compressed Daffergon
appliedenergistics2:facade:0, Cable Facade - Depth Bricks
appliedenergistics2:facade:0, Cable Facade - Depth Tiles
appliedenergistics2:facade:0, Cable Facade - Nether Depth Bricks
appliedenergistics2:facade:0, Cable Facade - Nether Depth Tiles
appliedenergistics2:facade:0, Cable Facade - DNT-Reinforced Depth Bricks
appliedenergistics2:facade:0, Cable Facade - Porous Stone
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Sulfur-Rich Basalt
appliedenergistics2:facade:0, Cable Facade - Fluorite-Rich Basalt
appliedenergistics2:facade:0, Cable Facade - Asbestos-Rich Basalt
appliedenergistics2:facade:0, Cable Facade - Gem-Rich Basalt
appliedenergistics2:facade:0, Cable Facade - Smooth Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt Bricks
appliedenergistics2:facade:0, Cable Facade - Polished Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt Tiles
appliedenergistics2:facade:0, Cable Facade - Block of Nuka Cola Bottle Caps
appliedenergistics2:facade:0, Cable Facade - Block of Nuka Cola Quantum Bottle Caps
appliedenergistics2:facade:0, Cable Facade - Block of S~Cola RAD Bottle Caps
appliedenergistics2:facade:0, Cable Facade - Block of S~Cola Bottle Caps
appliedenergistics2:facade:0, Cable Facade - Block of Korl Bottle Caps
appliedenergistics2:facade:0, Cable Facade - Block of Fritz Cola Bottle Caps
appliedenergistics2:facade:0, Cable Facade - Block of Sunset Sarsaparilla Bottle Caps
appliedenergistics2:facade:0, Cable Facade - Block of Sunset Sarsaparilla Star Caps
appliedenergistics2:facade:0, Cable Facade - Flame War in a Box
appliedenergistics2:facade:0, Cable Facade - Levitation Bomb
appliedenergistics2:facade:0, Cable Facade - EMP Device
appliedenergistics2:facade:0, Cable Facade - Endothermic Bomb
appliedenergistics2:facade:0, Cable Facade - Exothermic Bomb
appliedenergistics2:facade:0, Cable Facade - Det Cord
appliedenergistics2:facade:0, Cable Facade - Mining Charge
appliedenergistics2:facade:0, Cable Facade - Mining Charge MK2
appliedenergistics2:facade:0, Cable Facade - Mining Charge MK3
appliedenergistics2:facade:0, Cable Facade - Mining Charge MK4 (ONLY osmiridium drops!!!)
appliedenergistics2:facade:0, Cable Facade - Explosive Charge
appliedenergistics2:facade:0, Cable Facade - Block of Semtex
appliedenergistics2:facade:0, Cable Facade - N² Charge
appliedenergistics2:facade:0, Cable Facade - Nuclear Charge
appliedenergistics2:facade:0, Cable Facade - Balefire Charge
appliedenergistics2:facade:0, Cable Facade - Armor Modification Table
appliedenergistics2:facade:0, Cable Facade - Ash
appliedenergistics2:facade:0, Cable Facade - Boron Sand
appliedenergistics2:facade:0, Cable Facade - Lead Sand
appliedenergistics2:facade:0, Cable Facade - Uranium Sand
appliedenergistics2:facade:0, Cable Facade - Polonium Sand
appliedenergistics2:facade:0, Cable Facade - Quartz Sand
appliedenergistics2:facade:0, Cable Facade - Gold Sand
appliedenergistics2:facade:0, Cable Facade - Gold-198 Sand
appliedenergistics2:facade:0, Cable Facade - Uranium Glass
appliedenergistics2:facade:0, Cable Facade - Trinity Glass
appliedenergistics2:facade:0, Cable Facade - Polonium Glass
appliedenergistics2:facade:0, Cable Facade - Boron Glass
appliedenergistics2:facade:0, Cable Facade - Lead Glass
appliedenergistics2:facade:0, Cable Facade - Ash Glass
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Silo Hatch Frame
appliedenergistics2:facade:0, Cable Facade - Silo Hatch Opener
appliedenergistics2:facade:0, Cable Facade - Supply Crate
appliedenergistics2:facade:0, Cable Facade - Weapon Crate
appliedenergistics2:facade:0, Cable Facade - Hazmat Crate
appliedenergistics2:facade:0, Cable Facade - Machine Crate
appliedenergistics2:facade:0, Cable Facade - Red Crate
appliedenergistics2:facade:0, Cable Facade - Enargite Crate
appliedenergistics2:facade:0, Cable Facade - Starmetal Crate
appliedenergistics2:facade:0, Cable Facade - Hbm's Nuclear Tech Mod Manual [LEGACY]
appliedenergistics2:facade:0, Cable Facade - Nuclear Reactor (Old)
appliedenergistics2:facade:0, Cable Facade - RBMK Fluid Loader
appliedenergistics2:facade:0, Cable Facade - RBMK Debris
appliedenergistics2:facade:0, Cable Facade - Flaming RBMK Debris
appliedenergistics2:facade:0, Cable Facade - Smoldering RBMK Debris
appliedenergistics2:facade:0, Cable Facade - Blackened RBMK Debris
appliedenergistics2:facade:0, Cable Facade - Corium
appliedenergistics2:facade:0, Cable Facade - Corebblestone
appliedenergistics2:facade:0, Cable Facade - Crude Oil Extraction Pipe
appliedenergistics2:facade:0, Cable Facade - Drill Pipe
appliedenergistics2:facade:0, Cable Facade - Sand Bags
appliedenergistics2:facade:0, Cable Facade - High Energy Field Jammer
appliedenergistics2:facade:0, Cable Facade - ZPE Potential Generator (Top)
appliedenergistics2:facade:0, Cable Facade - Muffler
appliedenergistics2:facade:0, Cable Facade - Launch Pad Component Block
appliedenergistics2:facade:0, Cable Facade - Launch Pad Scaffold Block
appliedenergistics2:facade:0, Cable Facade - Basic Factory Casing
appliedenergistics2:facade:0, Cable Facade - Basic Factory Electricity Port
appliedenergistics2:facade:0, Cable Facade - Advanced Factory Casing
appliedenergistics2:facade:0, Cable Facade - Advanced Factory Electricity Port
appliedenergistics2:facade:0, Cable Facade - Reactor Chamber
appliedenergistics2:facade:0, Cable Facade - Control Rods
appliedenergistics2:facade:0, Cable Facade - Reactor Waste Ejector
appliedenergistics2:facade:0, Cable Facade - Reactor Fuel Inserter
appliedenergistics2:facade:0, Cable Facade - Reactor Boiler
appliedenergistics2:facade:0, Cable Facade - Superconducting Magnet
appliedenergistics2:facade:0, Cable Facade - Central Magnet Piece
appliedenergistics2:facade:0, Cable Facade - Magnet Motor Piece
appliedenergistics2:facade:0, Cable Facade - Plasma Heater Component
appliedenergistics2:facade:0, Cable Facade - Fusion Reactor Access Hatch
appliedenergistics2:facade:0, Cable Facade - Fusion Reactor Control
appliedenergistics2:facade:0, Cable Facade - Watz Reaction Chamber
appliedenergistics2:facade:0, Cable Facade - Reinforced Control Rods
appliedenergistics2:facade:0, Cable Facade - Watz Reactor Supercooler
appliedenergistics2:facade:0, Cable Facade - Watz Reactor Stability Element
appliedenergistics2:facade:0, Cable Facade - Watz Electricity Port
appliedenergistics2:facade:0, Cable Facade - S.A.F.E. Superconducting Magnet Hull
appliedenergistics2:facade:0, Cable Facade - Regenerative Coolant Fluid Tank Radiator
appliedenergistics2:facade:0, Cable Facade - Regenerative Coolant Fluid Tank
appliedenergistics2:facade:0, Cable Facade - S.A.F.E. Structural Support
appliedenergistics2:facade:0, Cable Facade - Singularity-Anti-Fusion-Experiment Matrix
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Plating
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Plating (Blue)
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Plating (Black)
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Plating (YelloDye)
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Plating (Cool Hazard Stripes)
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Plating (VOLTZ)
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Plating (Window)
appliedenergistics2:facade:0, Cable Facade - Dense Superconducting Coil
appliedenergistics2:facade:0, Cable Facade - Dense Gold Coil
appliedenergistics2:facade:0, Cable Facade - Dense Neodymium Coil
appliedenergistics2:facade:0, Cable Facade - Dense 4000K Superconductor Coil
appliedenergistics2:facade:0, Cable Facade - Dense Schrabidic Coil
appliedenergistics2:facade:0, Cable Facade - Dense Schrabidate Coil
appliedenergistics2:facade:0, Cable Facade - Dense Starmetal Coil
appliedenergistics2:facade:0, Cable Facade - Dense Chlorophyte Coil
appliedenergistics2:facade:0, Cable Facade - Dense Mese Coil
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Analysis Chamber Wall
appliedenergistics2:facade:0, Cable Facade - Particle Accelerator Analysis Chamber Window
appliedenergistics2:facade:0, Cable Facade - Radiation Absorber
appliedenergistics2:facade:0, Cable Facade - Enhanced Radiation Absorber
appliedenergistics2:facade:0, Cable Facade - Advanced Radiation Absorber
appliedenergistics2:facade:0, Cable Facade - Elite Radiation Absorber
appliedenergistics2:facade:0, Cable Facade - Volcano Core
appliedenergistics2:facade:0, Cable Facade - Volcano Core
appliedenergistics2:facade:0, Cable Facade - Volcano Core
appliedenergistics2:facade:0, Cable Facade - Volcano Core
appliedenergistics2:facade:0, Cable Facade - Taint
appliedenergistics2:facade:0, Cable Facade - Cloud Residue
appliedenergistics2:facade:0, Cable Facade - Ancient Scrap Metal
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Pink Log
appliedenergistics2:facade:0, Cable Facade - Pink Wood Planks
appliedenergistics2:facade:0, Cable Facade - Pink Wood Double Slab
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
